"Actionid","nextactiondate","comments","priorityid","result","taskreminderid","bittypeID","Snooze","SnoozeTime","SetReminder","Dismiss","PercentageID","userid","AssignedTo","Complete","PFLearnProgramID","CourseScheduleID","description","ReminderDate","RecurringActionID","Number","SubTaskGroup"
"240","2014-08-12 00:00:00","CG - Sally Pearson
Question asked by JS - was SP actually a board member or a supplier ? Need a resolution pertaining to this.
If a Board member and Director then she would have completed any work as part of community service.  She has full knowledge of this.
If not a board member - why did SP attend board meetings and/or still have signing powers with our bankers.
SP's behavior/accusation inferring JS tampered with files of the LRA. An apology was offered and agreed to be given to JS by SP in writing. Not yet happened.
JS questioned was SP a board member or not at the time of dissent ? This is to be tabled and decided upon - deo facto or voted in ?
LH admits that SP was not a board member.
If SP was a director and she was not entitled to receive remuneration for March 2014, which she did.  LH commented that if this is the case, it is ""tantamount"" to fraud.  LH stated that SP appointed herself as a director fraudulently.
Resolution in this regard needs to be drawn up to safeguard the Board.
LH & DF agreed that SP should not be allowed back in the LRA offices. LH felt that after SP's resignation as manager she was interfering with the running of the office.
DF feels SP should pay the money back.
Minutes of meeting in Jan 2014 read: 'JS advised the Board of the resignation of Sally Pearson as Manager of the LRA. JS asked SP to remain on as a Director once she had left her post as Manager.  The Board of Directors need to formally request that SP be co-opted onto the Board as a Director once she has left her position as Manager. Action: Board end February 2014."" As far as JS is aware this never actually happened nor reflected in any further minutes.
KB  & DF suggested that we need to regenerate relations between board and staff and work on team building.
","5870","","141","5803","","","0","","0","379","382","No","","","","","","11",""
"241","2014-08-12 00:00:00","JS requested that the contents of the events between SP and JS be worked with on establishing the outcome and the way forward. JS to distribute his presentation to all board directors.","5870","","141","6664","","","0","","0","379","382","No","","","","","","12",""
"242","2014-06-30 00:00:00","JS to investigate moving the LRA bank account away from Standard Bank.  Potential banks identified are FNB and Capitec Bank.  ","5870","","137","6664","","","0","","0","394","382","No","","","","","","22",""
"243","2014-08-12 00:00:00","RS advised that SP requested minutes from meeting of 09/07/14 - all agreed this was in order.
KT needs to render minutes from 09/07/14 meeting.
","5870","","141","6664","","","0","","0","379","390","No","","","","","","13",""
"244","2014-08-12 00:00:00","NF to draft a formal letter to SP advising she did fall within the boundary of good governance,  Submission of the CM29 was premature and invalid as SP not a member of the board and therefore no need to resign as a director.","5870","","141","6664","","","0","","0","379","386","No","","","","","","14",""
"245","2014-06-30 00:00:00","Budget:  JL submitted the proposed budget to the Board in the Board Pack.  Comments were listed below on areas of concern.  
Michael Lever's fee is to remain for 2 months @ R10k per month for June & July.  It will then be added as part of the project costs. 
HMcB suggested to be capitalised
Computer Expenses:  JL has not provided sufficient IT budget.  JL to allocate additional budget, expenditure to be approved by the Board.  Internet connectivity needs to be investigated as it is very slow.  
COFESA:  continue to R900.00 per month fee.
JL to make the noted changes to the budget on motor vehicle expenses as submitted by Karina Taylor:
-	Maintenance and repairs budget to be increased
-	20% to be added onto the existing budgeted figures
JL to forward the revised Budget to the Board for final approval.  Approval has been given by the Board in principle.  Attach the final budget to the Minutes.
Balance Sheet to be circulated to the Board once a quarter.
","5870","","137","6664","","","0","","100","380","380","Yes","","","","","","23",""
"246","2014-08-12 00:00:00","JS - issues raised issue about directors being out of pocket for expenses.  Should also have a resolution as to what expenses the board can claim. 
RS suggests a list be drawn up itemizing what board can claim for and limits.
KB - set parameters in a resolution.
","5870","","141","6664","","","0","","0","379","386","No","","","","","","15",""
"247","2014-06-30 00:00:00","Place an ad in the newsletter for a flatbed trailer for Doug.  AKE to send details to KLB.","5871","Done - have not managed to find a second hand one on our ad site.","137","6664","","","0","","100","394","394","Yes","","","","","","24",""
"248","2014-08-12 00:00:00","JS asks all board member to forward a proposal.","5870","","141","6664","","","0","","0","379","394","No","","","","","","16",""
"249","2014-06-30 00:00:00","Post Audit Meeting:  Clive will have the audit finalized at the end of June 2014.  HMB/JS to meet with the auditors to sign-off the Financials","5870","Done","137","6664","","","0","","100","394","382","Yes","","","","","","25",""
"250","2014-08-12 00:00:00","Natasha Foster summarized CG as follows:
NGO's - 
Our mandate is to protect the interests of Lonehill.
We are incorporated in terms of the Companies Act :-
-	The way the board are appointed
-	How we are regulated
-	How general and annual meeting are held and run
-	How we deal with money
All employees of an NPO are only allowed market related remuneration.
The board is appointed to ensure day to day running of association is attended to.
-	Need to account to our sponsors/contributors at end of year how we use the funds.
-	NF suggested the board decide what limits are set and delegations given
-	Employment always a board issue - any position created and salary discussion
-	Function of committees is to clear - lessen load of board.
-	Need to draft a resolution for each committee i.e security, marketing, remuneration and set clear parameters and let the committee's get on with it.
-	Reason for appointing committees is to make decisions and get things done.
-	Remuneration committee should be able to approve increases and bonuses for staff (excl. Manager) and brought to board for ratification - not authorization.
NF -      Not allowed to use NPO for own gains
             Have to be Transparent in all dealing
             Need to have a paper trail
             Need to deal with Minutes - not what we think is important- all needs to be minuted.
HMB requested NF to draft a resolution stating that the Chairman (JS) acted in good faith.  Note was taken of the contents and objections raised and note that in future all decisions relating to staff remuneration be brought to the board for ratification - not authorization.

HMB requested that a resolution be drafted to show limits of expenditure by position and not name.
","5870","","141","6664","","","0","","0","379","386","No","","","","","","17",""
"251","2014-06-25 00:00:00","Staff:
Motivation to increase Bev Bulbrings salary.  
Started July 2013 on R5k per month on a 3-month temp basis.
September 2013, salary increased to R9k per month when position was made permanent.  In Jan 2014 salary was increased to R9540.00 as part of annual increase.  
JS proposed an increase to R12k per month.
JL/JS/AKE to meet to discuss motivation / reasons for the proposed salary increase
","5871","Complete","137","6664","","","0","","100","394","382","Yes","","","","","","26",""
"252","2014-08-12 00:00:00","Marketing and Communication: AKE presented current status of various events.

Revising newsletter advertising - KB, AKE & KLB met with Grant Joyce to discuss changing the way we manage the classified ads.  Revenue from advertising has declined over the past few months from R13k to R9k per month.  Grant Joyce will draft a proposal which will be presented at the next board meeting.
","5870","We are waiting for Grant Joyce to submit the proposal.  He was trying to get this completed and sent through by 13 August 2014.","141","6664","","","0","","51","394","394","No","","","","","","18",""
"253","2014-08-12 00:00:00","Estate Agents Brochure:  KLB & Shelley Miller to source sponsorship.
To be discussed at marketing meeting.
","5870","","141","6664","","","0","","40","379","379","No","","","","","","19",""
"254","2014-08-12 00:00:00","Otter Run / 67 Minutes of Community Service:  AKE presented the details pertaining to the Otter Fun Run on the 19th July.  Prizes have been sponsored by Monte Casino, Lorna Jane, Pick n Pay, Wakaberry.  Route is 6.7kms, all security confirmed. JMPD will be present.  Estimated profit (based on 1000 entrants) R42K.  Chris Otter would like this to be used for the community e.g. Baby House may need a new fridge - make this known to the community where and how the proceeds have been spent / put to good use. Include in Fourways Review.","5872","","141","6666","","","0","","100","379","394","Yes","","","","","","20",""
"255","2014-08-12 00:00:00","Newsletter/ Directors Profiles:  This was raised and there were no objections from those present.  Directors to draft profile they would like to have included in the newsletter.  ","5870","","141","6664","","","0","","0","379","393","No","","","","","","21",""
"256","2014-08-12 00:00:00","New telephone system :  AKE to source other suppliers and quotes.
Liaise with RS re control room needs first.
","5870","Meeting set for 19th August 2014 with Switchtel.  Grant Tyson will also attend.","141","6664","","","0","","0","394","394","No","","","","","","22",""
"257","2014-08-12 00:00:00","Medical: AKE presented stats
Medical Contract:  Contract still with Logan Pather.
Medical Stats: Total of 27 call outs
Stats forwarded to KLB for newsletter
.
","5872","","141","6666","","","0","","100","379","394","Yes","","","","","","23",""
"258","2014-08-12 00:00:00","Financial Administration:
Audit Report:  Not available as yet
Management Accounts for June:  AKE present the financials - discrepancies noted and brought to JL attention.  Have been rectified - updated to be forwarded with minutes.
","5870","","141","6664","","","0","","100","382","394","Yes","","","","","","24",""
"259","2014-08-12 00:00:00","HMB to forward his recommendations to JS.  HMB has recommended that:
-	The LRA dispose of 50% of the foot patrollers with immediate effect.  FSS to provide 2 x replacement reaction vehicles/officers.  This proposal was seconded by LH.  Less visibility - more effectiveness.

  ","5870","","140","6664","","","0","","0","378","394","No","","","","","","8",""
"260","2014-08-12 00:00:00","Net Profit of R29k
YTD Profit of R247k
JS negotiated with FSS to split the cost of extra guarding costs for 7th May 2014.  Agreed with FSS on a 50/50 basis.
Credits have been passed as well as written notification thereof.
Guarding: Guarding contracts and casual guards - profit margin has dropped due to the credit notes for 7th May.
Casual guarding sales dropped by R15 500
Budgeted gross profit margin from Security (excluding guards) is about
50% i.e. on target
EMR subscriber database 
April : Increase as a result of price increase 01 April 2013
May:  Decrease - cancellations due to price increase
June: Increase over May but still down from April
Envirofund:
Steadily declining.  R27.5k in April down to R22k in June
","5872","","141","6666","","","0","","100","379","394","Yes","","","","","","25",""
"261","2014-08-12 00:00:00","Other
CCTV project costs R10k as agreed at last meeting
Accounting fees over budget by R35000.00.  This was due to additional work re Fidelity and also audit preparation work.
Workmens Comp R9 600 (included in budget for July)
JS: Standard bank have given us a minimal reduction - need to look at other options - Banks.
","5870","","141","6664","","","0","","0","379","382","No","","","","","","26",""
"262","2014-08-12 00:00:00","Environment:
LH informed that Oasis in Mulbarton Road have been operating without a liquor license.  Land Management inspectors can triple the rates as a penalty for not complying with the law.
Rawson:  LH & JRA meeting to discuss the parking of vehicles outside the premises. Rawson are operating from a residential home without business consent.  
Dawnprop removed paving to create additional parking - off Concourse. Renting out property space to Rubix and required additional parking.  JRA called and halted the process. 

JS advised LH that total transparency and ethics to be used in this process and to ensure fairness to all. Cannot have some businesses being able to do things and not others. Board should be advised and consulted prior to any action being enforced
","5871","","141","6666","","","0","","100","379","387","Yes","","","","","","27",""
"263","2014-08-12 00:00:00","General:
Pointsman - quote received.  
RS stated it won't work as traffic bottlenecks.
DF - 4 ways stop at Concourse and LH Boulevard is the problem - should be a circle.
","5871","","141","6666","","","0","","90","379","394","No","","","","","","28",""
"264","2014-08-12 00:00:00","Parkrun:  JS, KB & AKE met with Century 21 requesting sponsorship.  JS & KB met with Trevor Nel & George Joubert who proposed an incentive for the LRA to earn an income from the parkrun via estate agents. JS & KB advised that LRA cannot be aligned with one agent.  Trevor & George to revert with a new proposal.","5871","","141","6664","","","0","","0","379","382","No","","","","","","29",""
"265","2014-09-01 00:00:00","Proposed increase to the EnviroFund of R80.00 per month - decision was made to wait until September 2014 before increasing.  Need more publicity / marketing around the EnviroFund.","5871","","137","5803","","","0","","0","394","385","No","","","","","","27",""
"266","2014-08-12 00:00:00","RS: At next board meeting would like to introduce for potential appointment to board Jackie Cuffley.  Has been running the observer program.  
JS requested RS to forward CV and motivation prior to next BM.
RS to provide short synopsis and interview at next board meeting and make a decision to appoint or not.  RS feels there is a shortage of security board members now.
This view not shared by JS
","5870","","141","6664","","","0","","0","379","389","No","","","","","","30",""
"267","2014-06-30 00:00:00","General:
KLB to source a quote from Printout Solutions for business cards for all Directors except KT and NF. Different design to be agreed upon
","5871","Completed","137","6664","","","0","","100","394","394","Yes","","","","","","28",""
"268","2014-08-12 00:00:00","JS has proposed that the security committee meet to discuss HMB's recommendations, those members of the Board who wish to attend can do so.  RS to send out a meeting request for next week.  
","5870","","140","6666","","","0","","0","378","389","No","","","","","","9",""
"269","2014-08-12 00:00:00","JS/AKE to establish if the LRA are to remove 50% of the street patrollers, how quickly can the CCTV cameras be installed OR look at other measures to be put in place to provide security. The Board were in agreement with HMB's proposal and have given permission for the Security Committee to meet, discuss, evaluate and implement the decision made.  ","","","140","6666","","","0","","0","378","394","No","","","","","","10",""
"270","2014-08-12 00:00:00","Temporary FSS Guards:  the current temp guards, at a cost of R44k per month are to be terminated from midnight tonight.  No further proposal to extend the guards. It was agreed that the quad bike is not to be removed from Lonehill, the river guard is to be terminated; 1 x street patroller is to be removed to compensate for the Quad bike.  SP to finalize the above with JL.","","","140","6666","","","0","","0","378","394","No","","","","","","11",""
"271","2014-08-12 00:00:00","Potholes:  LH has met with the COJ and has requested JS draft a letter to add weight from the LRA / Lonehill community to get the situation on our roads resolved.   JS to meet with Doug Black to discuss progress / contact made and feedback received and will revert to LH.","","","140","6666","","","0","","0","378","382","No","","","","","","12",""
"272","2014-08-12 00:00:00","The Boundary:  No plans lodged with the COJ for this development.  LH to establish whether planning permission was granted / lodged with the Midrand depot.
The Oasis - operating in contravention of zoning certificate and title deeds.
The Closet - zoning for ""special / shops / office"" and not ""entertainment"". - it is currently a gay brothel.
Crawford - no record of re-zoning has been lodged with the COJ, property still in the name of Mary Phillips.  LH to follow up with Crawford Schools
LH to provide urgent feedback on The Boundary to the Board once details have been established.
Widening of Lonehill Boulevard - no information on this at present.
","","","140","6666","","","0","","0","378","387","No","","","","","","13",""
"273","2014-08-12 00:00:00","Security continued:
Crime stats:  9 incidents for the month of April to date.
50% of these have been house robberies
","","","140","6666","","","0","","0","378","389","No","","","","","","14",""
"274","2014-08-12 00:00:00","RS to forward the incident pattern map to DF, to be discussed with Constable Dlodlo at the next CPF meeting","","","140","6666","","","0","","0","378","389","No","","","","","","15",""
"275","2014-08-12 00:00:00","Security Committee to meet on 21 May 2014 and to report back to the Board - SP to schedule meeting.
A Special Board Meeting may be required to present findings / proposals 
","","","140","6666","","","0","","0","378","394","No","","","","","","16",""
"276","2014-08-12 00:00:00","CRM / Fusion
Fusion is currently work in progress, data input is ongoing and is coming along well.  
","","","140","6666","","","0","","0","378","394","No","","","","","","17",""
"277","2014-08-12 00:00:00","Marketing / Communication:
Feedback from Fidelity Marketing Meeting:  no commitment yet, KB/SM staying in touch with Malcolm Stephens.
Mother's Day Picnic has been moved to the Art Jazz Picnic in the Park on Sunday, 8 June.  
Entrance Fee has gone up from R20 to R30 per adult, kids under 13 free
Sponsorship is erratic and not as easy as initially thought.  Sponsorship for 8 June has been secured, a few estate agents still need to confirm.
","","","140","6666","","","0","","0","378","392","No","","","","","","18",""
"278","2014-08-12 00:00:00","Kids Camp Out:  positive income from this event.  SM to submit final invoices so JL can invoice Country Meats.  R7k potential profit off this event.  JS proposed doubling the entrance fee next year for non EnviroFund members and offer half price to EnviroFund members","","","140","6666","","","0","","0","378","392","No","","","","","","19",""
"279","2014-08-12 00:00:00","Lonehill parkrun:  SP requested a copy of the JOC documents to support parkrun's application to use the Lonehill Park in the event that a claim is made against the LRA's public liability insurance - AKE to source from Trevor Nel.","","","140","6666","","","0","","0","378","394","No","","","","","","20",""
"280","2014-08-12 00:00:00","SP would like it minuted that she feels strongly against the parkrun using the LRA's public liability insurance for a non-LRA event.  SP to schedule a meeting with Gill Forsythe to clarify issues relating to public liability insurance, etc.","","","140","6666","","","0","","0","378","394","No","","","","","","21",""
"281","2014-08-12 00:00:00","The entrance to the vacant plot of land adjacent to the Fire Station, used for parking is to be upgraded.  Doug to source quotes.  2 entrance points are needed.  JRA to assist where possible however it was noted that the LRA cannot make any improvements / changes to a municipal road without JRA approval.  In the interim AKE to ask Doug to source two temporary ramps to be used to gain access to the ground.  AKE to contact Owen Whelan from JRA to request his assistance / advice.","","","140","6666","","","0","","0","378","394","No","","","","","","22",""
"282","2014-08-12 00:00:00","LRA Gazebo:  to be erected in the car park to promote EnviroFund membership / sell water, coke, etc.  ","","","140","6666","","","0","","0","378","394","No","","","","","","23",""
"283","2014-08-12 00:00:00","Facebook Update:
JS presented the latest Facebook stats to the Board.  KLB to post latest DA election votes on Facebook.
","","","140","6666","","","0","","0","378","379","No","","","","","","24",""
"284","2014-08-12 00:00:00","Medical:
SP working on the new contract with Mark Deyes from SLA.  A few changes have been made - SP to forward the amended contract to JS for review.
Details of the SLA increase to be consolidated into one document for easy reference at a later stage.
SLA has offered to do free blood pressure and cholesterol screening at the parkrun. SP to follow up with ark Deyes
","","","140","6666","","","0","","0","378","394","No","","","","","","25",""
"285","2014-08-12 00:00:00","Medical:
SP working on the new contract with Mark Deyes from SLA.  A few changes have been made - SP to forward the amended contract to JS for review.
Details of the SLA increase to be consolidated into one document for easy reference at a later stage.
SLA has offered to do free blood pressure and cholesterol screening at the parkrun. SP to follow up with Mark Deyes
","","","140","6666","","","0","","0","378","394","No","","","","","","26",""
"286","2014-08-12 00:00:00","Finance / Administration:
Management accounts were presented by JL as per the Board Pack distributed to the board members.
Increase of 8.25% to be applied to Crawford, Tintswalo, St. Peters / Pineslopes and any other non-standard contracts
","","","140","6666","","","0","","100","380","380","Yes","","","","","","27",""
"287","2014-08-12 00:00:00","Finance / Administration:
Management accounts were presented by JL as per the Board Pack distributed to the board members.
Increase of 8.25% to be applied to Crawford, Tintswalo, St. Peters / Pineslopes and any other non-standard contracts
","","","140","6666","","","0","","0","378","394","No","","","","","","28",""
"288","2014-08-12 00:00:00","It was discussed and agreed that Doug Black is to be issued with a Standard Bank Fleet Card (depending on the cost) to manage / track his fuel consumption which seems to be extremely high.  Cost of the Fleet card to be investigated","","","140","6666","","","0","","0","378","380","No","","","","","","29",""
"289","2014-08-12 00:00:00","Fidelity has agreed to pay their portion of the municipal rates levied on the building.  They have agreed to pay the outstanding due backdated to July 2013.","","","140","6666","","","0","","0","378","394","No","","","","","","30",""
"290","2014-08-12 00:00:00","Kids Camp Out figures are not final, waiting for SM to submit final invoices.","","","140","6666","","","0","","0","378","392","No","","","","","","31",""
"291","2014-08-12 00:00:00","Additional once-off guarding costs not to be provided for in the budget and will only be paid for after pre-authorization by the Board of Directors.","","","140","6666","","","0","","0","378","392","No","","","","","","32",""
"292","2014-08-12 00:00:00","General:
World Animal Day:  combine this day with the parkrun
EM:  the dam is dosed twice a year - income is not coming in to finance this.  The cost is based on buying in the raw material to brew EM for the dam.   It was agreed that a dedicated person be sourced to market and sell EM - commission based only.
","","","140","6666","","","0","","0","378","394","No","","","","","","33",""
"293","2014-11-10 00:00:00","Annual Financial Statements need to be approved by the Board. KT has already signed them off, HMB given authorization by the Board at a previous meeting to sign off the AFS.","5869","AFS has been signed off by KT and HMB","143","6666","","","0","","100","379","390","Yes","","","","","","1",""
"294","2014-11-10 00:00:00","SLA Leasge Agreement:  the LRA needs to draw up a new lease agreement for SLA - change the notice period on the lease to 2 (two) months written notice prior to the end of the lease should SLA wish to terminate or renew thier lease agreement.  JL to forward the current lease agreement to LH.","5870","","143","6664","","","0","","100","380","394","Yes","","","","","","2",""
"295","2014-11-10 00:00:00","LH to revise the SLA lease agreement accordingly.","5870","","143","5803","","","0","","0","379","387","No","","","","","","3",""
"296","2014-11-10 00:00:00","The LRA needs to implement some form of Risk Management Strategy - has been talked about but nothing has been implemented.","5870","","143","6664","","","0","","0","379","389","No","","","","","","4",""
"297","2014-11-10 00:00:00","Finance and Administration:

Clive Dryden has drafted the Management Letter post the Audit which has been submitted to KT and HMB for review.  The Management Letter is important as it highlights the areas the LRA needs to address.  JL to draft a proposal of all recommendations made by Clive and circulate to the Board for approval.
","5870","","143","6664","","","0","","100","380","380","Yes","","","","","","5",""
"298","2014-11-10 00:00:00","Finance and Administration:

Order numbers:  to be given to suppliers for all purchases / services.  Need to ensure the LRA VAT number is on all supplier invoices.  JL to send a memo to Dorica Eatwell reminding her of the legislation.  All invoices from suppliers need to comply with SARS legislation otherwise they will not be paid.  JL to implement order book process ASAP.","5870","","143","6664","","","0","","100","380","380","Yes","","","","","","6",""
"299","2014-11-10 00:00:00","Insurance values inappropriate and we are under insured in some areas and insured for assets we do not own in some cases.  RS to supply replacement value of servers for insurance purposes. Asset register to be given to the insurer for review.  ","5870","","143","6664","","","0","","0","379","389","No","","","","","","7",""
"300","2014-11-10 00:00:00","Insurance values inappropriate and we are under insured in some areas and insured for assets we do not own in some cases.  RS to supply replacement value of servers for insurance purposes. Asset register to be given to the insurer for review.  JL & AKE to meet with the insurers to discuss.","5870","","143","6664","","","0","","20","380","394","No","","","","","","8",""
"301","2014-11-10 00:00:00","Credit Notes & Refunds to be signed off by JL and one other before being passed.
Clive has recommended that the MOI be changed to comply with the new Companies Act however it must be noted that the LRA are not in contravention of the Companies Act.
","5871","","143","6666","","","0","","100","380","380","Yes","","","","","","9",""
"302","2014-11-10 00:00:00","Profit for the Month:  R302 000 however not a final figure as yet - JL to finalize figures first.  

JL concerned about sales for all links figures as these should have gone up by 8%.","5870","","143","6666","","","0","","100","380","380","Yes","","","","","","10",""
"303","2014-11-10 00:00:00","AKE to circulate Michael Lever's proposal to the Board for those who have not received it.  All Board members are to study this proposal in preparation for a Resolution which will be called for.","5870","","143","6664","","","0","","0","379","394","No","","","","","","11",""
"304","2014-11-10 00:00:00","Dropping numbers on the Fun Run is a concern; need to establish why the numbers were down this year.  The positive this year is that the entire event was sponsored and a profit of R30k was made on the event.","5872","","143","6666","","","0","","0","379","394","No","","","","","","12",""
"305","2014-11-10 00:00:00","Declining sales figures:  Dramatic drop in stand-alone household contracts, drop off of about 1800 contracts.  Questions posed were:
Is there any performance monitoring of Jesse van Graan's sales activity?  Need to look at his success rate at closing / converting queries into sales?  What value is Jesse adding to the organization?  Can he currently justify his role in the organization?  What is his role, etc?  
The board needs to apply their minds in terms of their expectations of Jesse.  AKE & JS need to relook at commission structure & targeting and see what is fair and find out what assistance Jesse needs.  

JS & AKE to meet with Fidelity to discuss then to submit proposal to the Board.
","5870","","143","6664","","","0","","0","379","394","No","","","","","","13",""
"306","2014-11-10 00:00:00","Estate Agents - to engage with the LRA and supply new owner information detail to the LRA.","5871","","143","5803","","","0","","0","379","394","No","","","","","","14",""
"307","2014-11-10 00:00:00","Board Meeting Agenda & Reports:  JS to ensure that the Agenda for the Board Meetings are sent out on the Friday prior to the meeting.
Reports are to be included with the agenda from each Director for review prior to the meeting.  Questions and a quick overview can then be done at the Board Meeting.  
","5870","","143","6664","","","0","","0","379","382","No","","","","","","15",""
"308","2014-11-10 00:00:00","Proposal - Sponsorship of Mac Dlodlo - Unisa
Conditions of sponsorship to be documented and supplied to SAPS.
RS to draft resolution taking into account the conditions as communicated by KT.  
","5870","","143","6664","","","0","","0","379","389","No","","","","","","16",""
"309","2014-11-10 00:00:00","Proposal - Sponsorship of Mac Dlodlo - Unisa
Conditions of sponsorship to be documented and supplied to SAPS.
RS to draft resolution taking into account the conditions as communicated by KT.  

AKE to then circulate to the Board for review and respond within 7 days of receipt.  
","5870","","143","6664","","","0","","0","379","394","No","","","","","","17",""
"310","2014-11-10 00:00:00","Tim Makondo & Jesse Van Graan:
Jesse also wants to do a degree, NTC3 so he can eventually get to MBA level.  Conditions need to be applied if LRA sponsor his studies.
JS to put a proposal together and circulate to the Board for review and comment.
","5870","","143","6664","","","0","","0","379","382","No","","","","","","18",""
"311","2014-11-10 00:00:00","Tim Makondo - has been offered a job by St Peters at a higher salary.  LRA have spoken with Fidelity in terms of increasing his salary to retain him.   LRA have left it with Fidelity at this stage to handle.","5872","","143","6666","","","0","","100","379","394","Yes","","","","","","19",""
"312","2014-11-10 00:00:00","Jackie Cuffley - currently heads up the LRA Observer team and is on the security committee.  Has been an avid supporter of the LRA.  RS and HMB have recommended her to join the LRA board.  RS to re-circulate his proposal to the Board for review along with the areas where Jackie Cuffley feels she would like to get involved on the Board.","5871","","143","6664","","","0","","100","379","389","Yes","","","","","","20",""
"313","2014-11-10 00:00:00","Professional Minute Taker:  AKE to source a minute taker for the AGM - has been budgeted for and approved.","5870","","143","6664","","","0","","100","379","394","Yes","","","","","","21",""
"314","2014-11-10 00:00:00","JS may not be at the AGM, JS & HMB to discuss presentation content, etc.  JS to map out content.
Somebody needs to present the Chairman's Report at the AGM.
","5871","","143","6664","","","0","","100","379","382","Yes","","","","","","22",""
"315","2014-11-10 00:00:00","New Telephone System:  AKE has received quotes with significant savings to the LRA.  
RS to supply AKE requirements for the Control Room.
Essential:  Voice Over IP System & Voice Recording
RS to forward recommendations to AKE of preferred suppliers.  
GT and RS to source suppliers and forward details / proposals to AKE.
Need to move forward with this ASAP.
","5870","","143","6664","","","0","","0","379","389","No","","","","","","23",""
"316","2014-11-10 00:00:00","Revised Website & Newsletter:  waiting for proposals from Grant Joyce on re-design, etc.","5871","","143","6666","","","0","","100","379","394","Yes","","","","","","24",""
"317","2014-11-10 00:00:00","Board Meeting to be rescheduled to either 19/20/21 August.  AKE to forward new meeting request.","5870","","143","6666","","","0","","100","379","394","Yes","","","","","","25",""
"318","2014-11-10 00:00:00","Review and adoption of Minutes dated 16/07/2014:.

Once minutes are circulated, please make comments / suggestions for amendments immediately.  LH to forward her amendments to the minutes JS.
","5870","","144","6664","","","0","","0","379","387","No","","","","","","1",""
"319","2014-11-10 00:00:00","JS has prepared 3 resolutions for comment and record purposes which will be attached to the Minutes. ","5870","","144","6664","","","0","","100","379","382","Yes","","","","","","2",""
"320","2014-11-10 00:00:00","RESOLUTION 1: TO RATIFY PRIOR ACTS OF OFFICERS AND DIRECTORS

- pertaining to the salary adjustment as granted by the Chairman (John Siddall to Avril Kearns-Eastwick in June 2014)

Duly passed on 19th August 2014

The Board resolves that John Siddall (the Chairman) was within his rights to review Avril Kearns-Eastwick's (the Manager's) performance, tenure and remuneration.

Furthermore it was recommended that the Board determine if changes to any governance rules or processes are required.

Any review to the Manager's salary must be referred to the Board.

RS proposed that this matter be ratified immediately.  Clear policies to be implemented going forward.  
","5870","","144","6666","","","0","","0","379","382","No","","","","","","3",""
"321","2014-11-10 00:00:00","RESOLUTION 2  - RELATING TO LEVELS OF EXPENDITURE 
(Pertaining to the Levels of Signing Power relating to Lonehill Residents Association)

Duly passed on 19th August 2014


1. The Manager and deputed staff are authorized to make all routine payments in respect of contracted services and/or projects approved by the LRA Board - for example staff remuneration, utility services and payments to contracted service providers (e.g. Fidelity and SLA)

2. In addition the Manager of the LRA is authorized to approve non routine expenditure up to a maximum of R10 000 on any single item or project

3. The Chairman of the LRA and one other Director are authorized to approve non-routine expenditure of up to a maximum of R100 000 on any single item or project.  Approvals to be received in writing.

4. The Chairman of the LRA together with two other LRA Directors (who are familiar with the financial status and procedures of the organization) are authorized to approve non-routine expenditure of up to a maximum of R250 000 on any single item or project such authorization to be reported to the Board at its next meeting.  Approvals to be received in writing.

5. The Board of the LRA is authorized to enter into new expenditure contracts of a value not exceeding R1.8 million per contract. In the case of rental or lease agreements these shall be for a period of not more than five years
","5870","","144","6666","","","0","","0","379","382","No","","","","","","4",""
"322","2014-11-10 00:00:00","Round Robin resolutions must be e-mailed out by the Chairman.  The e-mail must specifically request a direct response from each Board Member, be it ""agree; disagree or abstain.""  Each Director must ensure an urgent and immediate response is given to a round-robin resolution. The above must be made very clear in any e-mail sent out.  Directors must submit their answer within 48 hours of receipt of the e-mail.","5870","","144","6666","","","0","","0","379","382","No","","","","","","5",""
"323","2014-11-10 00:00:00","RESOLUTION 3 -  TO RATIFY PRIOR ACTS OF OFFICERS AND DIRECTORS 

1.	Pertaining to the issue of Sally Pearson's behavior towards the Chairman (John Siddall) in accusing him of tampering with the files of the LRA (Lonehill Residents Association)

2.	To the issue of Sally Pearson's self-appointment as a Director of the LRA on 1st March 2014.

3.	To the issue of IF Sally Pearson was a Director of the LRA - Accepted by most of the Directors through her resignation (AS DIRECTOR) and de facto (in practice, in effect, in fact, in reality) then she had incorrectly billed the Association (for services rendered in March 2014), as none of the Directors receive any direct remuneration for time rendered to the organisation.  

WHEREAS, all actions by the officers and Directors from date to date have been duly presented to the board, at board meetings duly called and assembled, be it; RESOLVED that the Directors of (Lonehill Residents Association) hereby adopt the following resolution.

1.	Sally Pearson agreed to make an apology to the Chairman (John Siddall) - which she did verbally in front of the board - but also committed to also doing so in writing to John Siddall.  Both of these were agreed to by the Chairman (John Siddall)

2.	By the nature of the acceptance of Sally Pearson's resignation by most members of the board as circulated by John Siddall, it seems to be accepted that the majority of the board have accepted her resignation from the board ""as such"". In other words her resignation is accepted as a deo Facto issue that she was in fact serving as a board member.

3.	Based on the above and the timing of the advice to the Chairman (late February 2014) that Sally Pearson would be billing for services rendered through March and then her immediate self-appointment on 1st March 2014, it is believed that any funds received should be returned to the Lonehill Residents Association as it is policy that Directors are NOT REMUNERATED for services rendered during March","5870","","144","6666","","","0","","0","379","382","No","","","","","","6",""
